frame_id,timestamp_sec,timestamp_iso,fps,step_id,step_name,activity,anomaly,instruction,lid_angle_deg,lid_state,wrist_cam_x,wrist_cam_y,wrist_cam_z,wrist_rack_x,wrist_rack_y,wrist_rack_z,elbow_angle_deg,shoulder_angle_deg,body_orientation_deg,rom_violated,container_rack_x,container_rack_y,container_rack_z,container_xmin,container_ymin,container_xmax,container_ymax,component_rack_x,component_rack_y,component_rack_z,component_xmin,component_ymin,component_xmax,component_ymax,component_state,component_is_inside,hand_to_object_dist_m
11,2.307,2026-09-10T08:29:13.360226Z,30.0,0,IDLE,EXTRACT COMPONENT BOX,NONE,System initialized. Please open the primary container box.,53.5,OPEN,-0.337,-0.276,1.1,-0.337,-1.139,2.014,145.0,0.0,-137.7,1,0.104,-0.701,2.383,843.1,655.7,1275.6,975.3,-0.352,-1.175,2.051,563.0,216.0,653.0,286.0,EXTRACTED,0,0.054
12,2.38,2026-09-10T08:29:13.432886Z,30.0,0,IDLE,EXTRACT COMPONENT BOX,NONE,System initialized. Please open the primary container box.,53.3,OPEN,-0.333,-0.276,1.1,-0.335,-1.139,2.014,145.0,0.0,-137.7,1,0.104,-0.701,2.383,842.4,656.2,1276.0,975.1,-0.348,-1.175,2.051,567.0,216.0,657.0,286.0,EXTRACTED,0,0.053
13,2.462,2026-09-10T08:29:13.515267Z,30.0,1,BOX_OPENED,EXTRACT COMPONENT BOX,NONE,Container open. Next step: Please extract the red box.,54.0,OPEN,-0.337,-0.276,1.1,-0.336,-1.139,2.014,145.0,0.0,-137.7,1,0.103,-0.7,2.383,842.2,657.0,1275.6,975.6,-0.353,-1.175,2.051,562.0,216.0,652.0,286.0,EXTRACTED,0,0.054
14,2.525,2026-09-10T08:29:13.578418Z,30.0,1,BOX_OPENED,EXTRACT COMPONENT BOX,NONE,Container open. Next step: Please extract the red box.,53.9,OPEN,-0.337,-0.277,1.1,-0.337,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.7,656.5,1275.5,975.7,-0.352,-1.176,2.051,563.0,215.0,653.0,285.0,EXTRACTED,0,0.054
15,2.6,2026-09-10T08:29:13.653479Z,30.0,1,BOX_OPENED,EXTRACT COMPONENT BOX,NONE,Container open. Next step: Please extract the red box.,54.7,OPEN,-0.339,-0.277,1.1,-0.338,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.4,655.7,1275.6,975.3,-0.354,-1.176,2.051,561.0,215.0,651.0,285.0,EXTRACTED,0,0.054
16,2.682,2026-09-10T08:29:13.735321Z,30.0,1,BOX_OPENED,EXTRACT COMPONENT BOX,NONE,Container open. Next step: Please extract the red box.,54.8,OPEN,-0.338,-0.276,1.1,-0.338,-1.139,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.2,656.8,1274.9,975.0,-0.353,-1.175,2.051,562.0,216.0,652.0,286.0,EXTRACTED,0,0.054
17,2.742,2026-09-10T08:29:13.795299Z,30.0,1,BOX_OPENED,EXTRACT COMPONENT BOX,NONE,Container open. Next step: Please extract the red box.,54.2,OPEN,-0.336,-0.276,1.1,-0.337,-1.139,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.3,656.7,1275.4,975.4,-0.352,-1.175,2.051,563.0,216.0,653.0,286.0,EXTRACTED,0,0.054
18,2.811,2026-09-10T08:29:13.864402Z,30.0,1,BOX_OPENED,EXTRACT COMPONENT BOX,NONE,Container open. Next step: Please extract the red box.,53.2,OPEN,-0.337,-0.276,1.1,-0.337,-1.139,2.015,145.0,0.0,-137.7,1,0.102,-0.7,2.383,841.6,657.5,1274.8,975.2,-0.352,-1.175,2.051,563.0,216.0,653.0,286.0,EXTRACTED,0,0.054
19,2.873,2026-09-10T08:29:13.925861Z,30.0,1,BOX_OPENED,EXTRACT COMPONENT BOX,NONE,Container open. Next step: Please extract the red box.,53.3,OPEN,-0.329,-0.277,1.1,-0.333,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.2,657.1,1275.3,975.0,-0.344,-1.176,2.051,571.0,215.0,661.0,285.0,EXTRACTED,0,0.053
20,2.936,2026-09-10T08:29:13.989539Z,30.0,1,BOX_OPENED,EXTRACT COMPONENT BOX,NONE,Container open. Next step: Please extract the red box.,53.0,OPEN,-0.338,-0.277,1.1,-0.335,-1.14,2.014,145.0,0.0,-137.7,1,0.102,-0.701,2.383,841.7,656.3,1274.3,974.9,-0.354,-1.176,2.051,561.0,215.0,651.0,285.0,EXTRACTED,0,0.055
21,3.011,2026-09-10T08:29:14.064366Z,30.0,1,BOX_OPENED,EXTRACT COMPONENT BOX,NONE,Container open. Next step: Please extract the red box.,52.8,OPEN,-0.338,-0.277,1.1,-0.338,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,841.9,656.4,1275.1,975.7,-0.354,-1.176,2.051,561.0,215.0,651.0,285.0,EXTRACTED,0,0.054
22,3.072,2026-09-10T08:29:14.125541Z,30.0,1,BOX_OPENED,EXTRACT COMPONENT BOX,NONE,Container open. Next step: Please extract the red box.,52.4,OPEN,-0.338,-0.276,1.1,-0.338,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.7,2.383,842.7,657.6,1275.1,975.3,-0.353,-1.175,2.051,562.0,216.0,652.0,286.0,EXTRACTED,0,0.054
23,3.137,2026-09-10T08:29:14.190095Z,30.0,1,BOX_OPENED,EXTRACT COMPONENT BOX,NONE,Container open. Next step: Please extract the red box.,52.5,OPEN,-0.335,-0.277,1.1,-0.337,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.7,2.384,842.6,657.6,1275.2,975.5,-0.351,-1.176,2.051,564.0,215.0,654.0,285.0,EXTRACTED,0,0.053
24,3.254,2026-09-10T08:29:14.306680Z,30.0,1,BOX_OPENED,EXTRACT COMPONENT BOX,NONE,Container open. Next step: Please extract the red box.,52.5,OPEN,-0.335,-0.277,1.1,-0.336,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,841.9,656.7,1275.6,975.1,-0.351,-1.176,2.051,564.0,215.0,654.0,285.0,EXTRACTED,0,0.054
25,3.32,2026-09-10T08:29:14.373156Z,30.0,2,OBJECT_EXTRACTED,EXTRACT COMPONENT BOX,NONE,Red box extracted. Next step: Please extract the yellow box.,52.6,OPEN,-0.338,-0.277,1.1,-0.337,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.7,2.383,842.3,657.5,1275.2,975.1,-0.353,-1.176,2.051,562.0,215.0,652.0,285.0,EXTRACTED,0,0.054
26,3.381,2026-09-10T08:29:14.434147Z,30.0,2,OBJECT_EXTRACTED,EXTRACT COMPONENT BOX,NONE,Red box extracted. Next step: Please extract the yellow box.,52.9,OPEN,-0.34,-0.277,1.1,-0.339,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.7,2.383,842.9,657.7,1274.0,974.8,-0.355,-1.176,2.051,560.0,215.0,650.0,285.0,EXTRACTED,0,0.054
27,3.453,2026-09-10T08:29:14.506240Z,30.0,2,OBJECT_EXTRACTED,EXTRACT COMPONENT BOX,NONE,Red box extracted. Next step: Please extract the yellow box.,52.8,OPEN,-0.34,-0.277,1.1,-0.34,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.3,656.0,1275.0,975.7,-0.355,-1.176,2.051,560.0,215.0,650.0,285.0,EXTRACTED,0,0.054
28,3.516,2026-09-10T08:29:14.568845Z,30.0,2,OBJECT_EXTRACTED,EXTRACT COMPONENT BOX,NONE,Red box extracted. Next step: Please extract the yellow box.,53.9,OPEN,-0.334,-0.277,1.1,-0.337,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.3,656.2,1275.6,975.4,-0.349,-1.176,2.051,566.0,215.0,656.0,285.0,EXTRACTED,0,0.053
29,3.569,2026-09-10T08:29:14.622121Z,30.0,2,OBJECT_EXTRACTED,EXTRACT COMPONENT BOX,NONE,Red box extracted. Next step: Please extract the yellow box.,53.4,OPEN,-0.334,-0.277,1.1,-0.335,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.6,657.1,1275.2,974.8,-0.349,-1.176,2.051,566.0,215.0,656.0,285.0,EXTRACTED,0,0.053
30,3.626,2026-09-10T08:29:14.678912Z,30.0,2,OBJECT_EXTRACTED,EXTRACT COMPONENT BOX,NONE,Red box extracted. Next step: Please extract the yellow box.,53.2,OPEN,-0.337,-0.277,1.1,-0.336,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.7,656.2,1275.0,974.8,-0.352,-1.176,2.051,563.0,215.0,653.0,285.0,EXTRACTED,0,0.054
31,3.696,2026-09-10T08:29:14.749302Z,30.0,2,OBJECT_EXTRACTED,EXTRACT COMPONENT BOX,NONE,Red box extracted. Next step: Please extract the yellow box.,53.0,OPEN,-0.337,-0.277,1.1,-0.337,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.1,656.8,1275.8,975.1,-0.352,-1.176,2.051,563.0,215.0,653.0,285.0,EXTRACTED,0,0.054
32,3.751,2026-09-10T08:29:14.804529Z,30.0,2,OBJECT_EXTRACTED,EXTRACT COMPONENT BOX,NONE,Red box extracted. Next step: Please extract the yellow box.,53.4,OPEN,-0.338,-0.276,1.1,-0.338,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.3,656.1,1274.7,974.9,-0.353,-1.175,2.051,562.0,216.0,652.0,286.0,EXTRACTED,0,0.053
33,3.816,2026-09-10T08:29:14.869425Z,30.0,2,OBJECT_EXTRACTED,EXTRACT COMPONENT BOX,NONE,Red box extracted. Next step: Please extract the yellow box.,53.5,OPEN,-0.331,-0.276,1.1,-0.335,-1.14,2.015,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.6,656.4,1274.5,975.2,-0.346,-1.175,2.051,569.0,216.0,659.0,286.0,EXTRACTED,0,0.053
34,3.897,2026-09-10T08:29:14.950209Z,30.0,2,OBJECT_EXTRACTED,EXTRACT COMPONENT BOX,NONE,Red box extracted. Next step: Please extract the yellow box.,54.1,OPEN,-0.33,-0.276,1.1,-0.332,-1.14,2.015,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.9,655.8,1274.9,975.0,-0.346,-1.175,2.051,569.0,216.0,659.0,286.0,EXTRACTED,0,0.053
35,3.965,2026-09-10T08:29:15.018267Z,30.0,2,OBJECT_EXTRACTED,EXTRACT COMPONENT BOX,NONE,Red box extracted. Next step: Please extract the yellow box.,54.5,OPEN,-0.337,-0.277,1.1,-0.335,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.7,2.383,842.7,656.8,1275.6,975.6,-0.352,-1.176,2.051,563.0,215.0,653.0,285.0,EXTRACTED,0,0.054
36,4.047,2026-09-10T08:29:15.100333Z,30.0,2,OBJECT_EXTRACTED,EXTRACT COMPONENT BOX,NONE,Red box extracted. Next step: Please extract the yellow box.,55.2,OPEN,-0.337,-0.277,1.1,-0.337,-1.14,2.014,145.0,0.0,-137.7,1,0.102,-0.701,2.383,841.9,655.9,1274.5,975.2,-0.353,-1.176,2.051,562.0,215.0,652.0,285.0,EXTRACTED,0,0.054
37,4.124,2026-09-10T08:29:15.177611Z,30.0,2,OBJECT_EXTRACTED,EXTRACT COMPONENT BOX,NONE,Red box extracted. Next step: Please extract the yellow box.,55.6,OPEN,-0.337,-0.277,1.1,-0.337,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.7,2.383,842.0,657.0,1275.3,975.1,-0.353,-1.176,2.051,562.0,215.0,652.0,285.0,EXTRACTED,0,0.054
38,4.197,2026-09-10T08:29:15.250123Z,30.0,2,OBJECT_EXTRACTED,EXTRACT COMPONENT BOX,NONE,Red box extracted. Next step: Please extract the yellow box.,56.3,OPEN,-0.33,-0.276,1.1,-0.334,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.7,2.383,841.7,657.2,1276.0,975.4,-0.346,-1.175,2.051,569.0,216.0,659.0,286.0,EXTRACTED,0,0.053
39,4.261,2026-09-10T08:29:15.314102Z,30.0,2,OBJECT_EXTRACTED,EXTRACT COMPONENT BOX,NONE,Red box extracted. Next step: Please extract the yellow box.,56.1,OPEN,-0.33,-0.277,1.1,-0.331,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.7,2.383,841.6,657.1,1275.1,975.4,-0.346,-1.176,2.051,569.0,215.0,659.0,285.0,EXTRACTED,0,0.054
40,4.322,2026-09-10T08:29:15.375522Z,30.0,2,OBJECT_EXTRACTED,EXTRACT COMPONENT BOX,NONE,Red box extracted. Next step: Please extract the yellow box.,56.0,OPEN,-0.333,-0.277,1.1,-0.332,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.5,656.8,1275.4,974.8,-0.348,-1.176,2.051,567.0,215.0,657.0,285.0,EXTRACTED,0,0.054
