frame_id,timestamp_sec,timestamp_iso,fps,step_id,step_name,activity,anomaly,instruction,lid_angle_deg,lid_state,wrist_cam_x,wrist_cam_y,wrist_cam_z,wrist_rack_x,wrist_rack_y,wrist_rack_z,elbow_angle_deg,shoulder_angle_deg,body_orientation_deg,rom_violated,container_rack_x,container_rack_y,container_rack_z,container_xmin,container_ymin,container_xmax,container_ymax,component_rack_x,component_rack_y,component_rack_z,component_xmin,component_ymin,component_xmax,component_ymax,component_state,component_is_inside,hand_to_object_dist_m
11,2.747,2026-09-10T08:28:03.924283Z,30.0,0,IDLE,IDLE,NONE,System initialized. Please open the primary container box.,53.5,OPEN,-0.337,-0.276,1.1,-0.337,-1.139,2.014,145.0,0.0,-137.7,1,0.104,-0.701,2.383,843.1,655.7,1275.6,975.3,-0.352,-1.175,2.051,563.0,216.0,653.0,286.0,EXTRACTED,0,0.054
12,2.81,2026-09-10T08:28:03.987196Z,30.0,0,IDLE,IDLE,NONE,System initialized. Please open the primary container box.,53.3,OPEN,-0.333,-0.276,1.1,-0.335,-1.139,2.014,145.0,0.0,-137.7,1,0.104,-0.701,2.383,842.4,656.2,1276.0,975.1,-0.348,-1.175,2.051,567.0,216.0,657.0,286.0,EXTRACTED,0,0.053
13,2.89,2026-09-10T08:28:04.067975Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,54.0,OPEN,-0.337,-0.276,1.1,-0.336,-1.139,2.014,145.0,0.0,-137.7,1,0.103,-0.7,2.383,842.2,657.0,1275.6,975.6,-0.353,-1.175,2.051,562.0,216.0,652.0,286.0,EXTRACTED,0,0.054
14,2.964,2026-09-10T08:28:04.141163Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,53.9,OPEN,-0.337,-0.277,1.1,-0.337,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.7,656.5,1275.5,975.7,-0.352,-1.176,2.051,563.0,215.0,653.0,285.0,EXTRACTED,0,0.054
15,3.034,2026-09-10T08:28:04.211248Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,54.7,OPEN,-0.339,-0.277,1.1,-0.338,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.4,655.7,1275.6,975.3,-0.354,-1.176,2.051,561.0,215.0,651.0,285.0,EXTRACTED,0,0.054
16,3.114,2026-09-10T08:28:04.291273Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,54.8,OPEN,-0.338,-0.276,1.1,-0.338,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.2,656.8,1274.9,975.0,-0.353,-1.175,2.051,562.0,216.0,652.0,286.0,EXTRACTED,0,0.054
17,3.171,2026-09-10T08:28:04.348314Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,54.2,OPEN,-0.336,-0.276,1.1,-0.337,-1.139,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.3,656.7,1275.4,975.4,-0.352,-1.175,2.051,563.0,216.0,653.0,286.0,EXTRACTED,0,0.054
18,3.231,2026-09-10T08:28:04.408565Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,53.2,OPEN,-0.337,-0.276,1.1,-0.337,-1.139,2.014,145.0,0.0,-137.7,1,0.102,-0.7,2.383,841.6,657.5,1274.8,975.2,-0.352,-1.175,2.051,563.0,216.0,653.0,286.0,EXTRACTED,0,0.054
19,3.296,2026-09-10T08:28:04.473986Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,53.3,OPEN,-0.329,-0.277,1.1,-0.333,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.2,657.1,1275.3,975.0,-0.344,-1.176,2.051,571.0,215.0,661.0,285.0,EXTRACTED,0,0.053
20,3.361,2026-09-10T08:28:04.538569Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,53.0,OPEN,-0.338,-0.277,1.1,-0.335,-1.14,2.014,145.0,0.0,-137.7,1,0.102,-0.701,2.383,841.7,656.3,1274.3,974.9,-0.354,-1.176,2.051,561.0,215.0,651.0,285.0,EXTRACTED,0,0.055
21,3.417,2026-09-10T08:28:04.594857Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,52.8,OPEN,-0.338,-0.277,1.1,-0.338,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,841.9,656.4,1275.1,975.7,-0.354,-1.176,2.051,561.0,215.0,651.0,285.0,EXTRACTED,0,0.054
22,3.482,2026-09-10T08:28:04.659641Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,52.4,OPEN,-0.338,-0.276,1.1,-0.338,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.7,2.383,842.7,657.6,1275.1,975.3,-0.353,-1.175,2.051,562.0,216.0,652.0,286.0,EXTRACTED,0,0.054
23,3.54,2026-09-10T08:28:04.717516Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,52.5,OPEN,-0.335,-0.277,1.1,-0.337,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.7,2.384,842.6,657.6,1275.2,975.5,-0.351,-1.176,2.051,564.0,215.0,654.0,285.0,EXTRACTED,0,0.054
24,3.597,2026-09-10T08:28:04.774510Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,52.5,OPEN,-0.335,-0.277,1.1,-0.336,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,841.9,656.7,1275.6,975.1,-0.351,-1.176,2.051,564.0,215.0,654.0,285.0,EXTRACTED,0,0.054
25,3.663,2026-09-10T08:28:04.840467Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,52.6,OPEN,-0.338,-0.277,1.1,-0.337,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.7,2.383,842.3,657.5,1275.2,975.1,-0.353,-1.176,2.051,562.0,215.0,652.0,285.0,EXTRACTED,0,0.054
26,3.728,2026-09-10T08:28:04.905240Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,52.9,OPEN,-0.34,-0.277,1.1,-0.339,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.7,2.383,842.9,657.7,1274.0,974.8,-0.355,-1.176,2.051,560.0,215.0,650.0,285.0,EXTRACTED,0,0.054
27,3.787,2026-09-10T08:28:04.964912Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,52.8,OPEN,-0.34,-0.277,1.1,-0.339,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.3,656.0,1275.0,975.7,-0.355,-1.176,2.051,560.0,215.0,650.0,285.0,EXTRACTED,0,0.054
28,3.851,2026-09-10T08:28:05.028792Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,53.9,OPEN,-0.334,-0.277,1.1,-0.337,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.3,656.2,1275.6,975.4,-0.349,-1.176,2.051,566.0,215.0,656.0,285.0,EXTRACTED,0,0.053
29,3.915,2026-09-10T08:28:05.092787Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,53.4,OPEN,-0.334,-0.277,1.1,-0.335,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.6,657.1,1275.2,974.8,-0.349,-1.176,2.051,566.0,215.0,656.0,285.0,EXTRACTED,0,0.054
30,3.985,2026-09-10T08:28:05.163002Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,53.2,OPEN,-0.337,-0.277,1.1,-0.336,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.7,656.2,1275.0,974.8,-0.352,-1.176,2.051,563.0,215.0,653.0,285.0,EXTRACTED,0,0.054
31,4.063,2026-09-10T08:28:05.240349Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,53.0,OPEN,-0.337,-0.277,1.1,-0.337,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.1,656.8,1275.8,975.1,-0.352,-1.176,2.051,563.0,215.0,653.0,285.0,EXTRACTED,0,0.054
32,4.137,2026-09-10T08:28:05.314323Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,53.4,OPEN,-0.338,-0.276,1.1,-0.337,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.3,656.1,1274.7,974.9,-0.353,-1.175,2.051,562.0,216.0,652.0,286.0,EXTRACTED,0,0.054
33,4.233,2026-09-10T08:28:05.410757Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,53.5,OPEN,-0.331,-0.276,1.1,-0.334,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.6,656.4,1274.5,975.2,-0.346,-1.175,2.051,569.0,216.0,659.0,286.0,EXTRACTED,0,0.053
34,4.306,2026-09-10T08:28:05.484075Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,54.1,OPEN,-0.33,-0.276,1.1,-0.332,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.9,655.8,1274.9,975.0,-0.346,-1.175,2.051,569.0,216.0,659.0,286.0,EXTRACTED,0,0.053
35,4.368,2026-09-10T08:28:05.546043Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,54.5,OPEN,-0.337,-0.277,1.1,-0.335,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.7,2.383,842.7,656.8,1275.6,975.6,-0.352,-1.176,2.051,563.0,215.0,653.0,285.0,EXTRACTED,0,0.055
36,4.43,2026-09-10T08:28:05.607947Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,55.2,OPEN,-0.337,-0.277,1.1,-0.337,-1.14,2.014,145.0,0.0,-137.7,1,0.102,-0.701,2.383,841.9,655.9,1274.5,975.2,-0.353,-1.176,2.051,562.0,215.0,652.0,285.0,EXTRACTED,0,0.054
37,4.488,2026-09-10T08:28:05.665475Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,55.6,OPEN,-0.337,-0.277,1.1,-0.337,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.7,2.383,842.0,657.0,1275.3,975.1,-0.353,-1.176,2.051,562.0,215.0,652.0,285.0,EXTRACTED,0,0.054
38,4.544,2026-09-10T08:28:05.721398Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,56.3,OPEN,-0.33,-0.276,1.1,-0.334,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.7,2.383,841.7,657.2,1276.0,975.4,-0.346,-1.175,2.051,569.0,216.0,659.0,286.0,EXTRACTED,0,0.053
39,4.599,2026-09-10T08:28:05.776843Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,56.1,OPEN,-0.33,-0.277,1.1,-0.331,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.7,2.383,841.6,657.1,1275.1,975.4,-0.346,-1.176,2.051,569.0,215.0,659.0,285.0,EXTRACTED,0,0.054
40,4.658,2026-09-10T08:28:05.835773Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,56.0,OPEN,-0.333,-0.277,1.1,-0.332,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.701,2.383,842.5,656.8,1275.4,974.8,-0.348,-1.176,2.051,567.0,215.0,657.0,285.0,EXTRACTED,0,0.054
41,4.714,2026-09-10T08:28:05.891113Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,55.8,OPEN,-0.338,-0.277,1.1,-0.336,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.7,2.383,841.8,657.9,1275.2,975.0,-0.353,-1.176,2.051,562.0,215.0,652.0,285.0,EXTRACTED,0,0.055
42,4.767,2026-09-10T08:28:05.944606Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,55.6,OPEN,-0.338,-0.277,1.1,-0.338,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.7,2.383,841.8,657.2,1275.8,975.2,-0.353,-1.176,2.051,562.0,215.0,652.0,285.0,EXTRACTED,0,0.054
43,4.822,2026-09-10T08:28:05.999755Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,56.1,OPEN,-0.334,-0.277,1.1,-0.336,-1.14,2.014,145.0,0.0,-137.7,1,0.102,-0.701,2.383,840.4,655.9,1275.9,975.0,-0.349,-1.176,2.051,566.0,215.0,656.0,285.0,EXTRACTED,0,0.053
44,4.877,2026-09-10T08:28:06.054568Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,56.6,OPEN,-0.334,-0.277,1.1,-0.334,-1.14,2.014,145.0,0.0,-137.7,1,0.102,-0.701,2.383,841.1,656.7,1273.9,974.7,-0.349,-1.176,2.051,566.0,215.0,656.0,285.0,EXTRACTED,0,0.054
45,4.941,2026-09-10T08:28:06.118198Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,56.3,OPEN,-0.336,-0.277,1.1,-0.335,-1.14,2.014,145.0,0.0,-137.7,1,0.103,-0.7,2.383,841.3,658.0,1275.3,974.5,-0.351,-1.176,2.051,564.0,215.0,654.0,285.0,EXTRACTED,0,0.054
