frame_id,timestamp_sec,timestamp_iso,fps,step_id,step_name,activity,anomaly,instruction,lid_angle_deg,lid_state,wrist_cam_x,wrist_cam_y,wrist_cam_z,wrist_rack_x,wrist_rack_y,wrist_rack_z,elbow_angle_deg,shoulder_angle_deg,body_orientation_deg,rom_violated,container_rack_x,container_rack_y,container_rack_z,container_xmin,container_ymin,container_xmax,container_ymax,component_rack_x,component_rack_y,component_rack_z,component_xmin,component_ymin,component_xmax,component_ymax,component_state,component_is_inside,hand_to_object_dist_m
11,0.566,2026-09-10T08:28:47.845548Z,30.0,0,IDLE,IDLE,NONE,System initialized. Please open the primary container box.,53.5,OPEN,-0.337,-0.276,1.1,-0.337,-1.14,2.016,145.0,0.0,-137.7,1,0.107,-0.7,2.384,850.0,654.0,1276.0,980.0,-0.352,-1.175,2.051,563.0,216.0,653.0,286.0,EXTRACTED,0,0.052
12,0.615,2026-09-10T08:28:47.893996Z,30.0,0,IDLE,IDLE,NONE,System initialized. Please open the primary container box.,53.4,OPEN,-0.333,-0.276,1.1,-0.335,-1.14,2.016,145.0,0.0,-137.7,1,0.108,-0.7,2.384,851.0,654.0,1276.0,980.0,-0.348,-1.175,2.051,567.0,216.0,657.0,286.0,EXTRACTED,0,0.051
13,0.668,2026-09-10T08:28:47.947416Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,54.2,OPEN,-0.337,-0.276,1.1,-0.336,-1.14,2.016,145.0,0.0,-137.7,1,0.107,-0.7,2.384,850.0,654.0,1276.0,980.0,-0.353,-1.175,2.051,562.0,216.0,652.0,286.0,EXTRACTED,0,0.053
14,0.702,2026-09-10T08:28:47.981527Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,54.3,OPEN,-0.337,-0.277,1.1,-0.338,-1.14,2.016,145.0,0.0,-137.7,1,0.109,-0.701,2.383,852.0,654.0,1276.0,978.0,-0.352,-1.176,2.051,563.0,215.0,653.0,285.0,EXTRACTED,0,0.052
15,0.736,2026-09-10T08:28:48.014758Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,55.1,OPEN,-0.339,-0.277,1.1,-0.338,-1.141,2.016,145.0,0.0,-137.7,1,0.109,-0.701,2.383,852.0,654.0,1276.0,978.0,-0.354,-1.176,2.051,561.0,215.0,651.0,285.0,EXTRACTED,0,0.052
16,0.782,2026-09-10T08:28:48.061420Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,55.3,OPEN,-0.338,-0.276,1.1,-0.339,-1.14,2.016,145.0,0.0,-137.7,1,0.107,-0.701,2.383,852.0,654.0,1274.0,977.0,-0.353,-1.175,2.051,562.0,216.0,652.0,286.0,EXTRACTED,0,0.051
17,0.822,2026-09-10T08:28:48.100979Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,54.7,OPEN,-0.336,-0.276,1.1,-0.338,-1.14,2.016,145.0,0.0,-137.7,1,0.109,-0.701,2.383,852.0,654.0,1276.0,978.0,-0.352,-1.175,2.051,563.0,216.0,653.0,286.0,EXTRACTED,0,0.052
18,0.87,2026-09-10T08:28:48.149352Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,53.9,OPEN,-0.337,-0.276,1.1,-0.338,-1.14,2.016,145.0,0.0,-137.7,1,0.109,-0.701,2.383,852.0,654.0,1276.0,978.0,-0.352,-1.175,2.051,563.0,216.0,653.0,286.0,EXTRACTED,0,0.052
19,0.924,2026-09-10T08:28:48.203034Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,54.1,OPEN,-0.329,-0.277,1.1,-0.334,-1.14,2.016,145.0,0.0,-137.7,1,0.107,-0.701,2.383,852.0,654.0,1274.0,978.0,-0.344,-1.176,2.051,571.0,215.0,661.0,285.0,EXTRACTED,0,0.051
20,0.975,2026-09-10T08:28:48.254211Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,53.7,OPEN,-0.338,-0.277,1.1,-0.335,-1.141,2.016,145.0,0.0,-137.7,1,0.11,-0.701,2.383,852.0,654.0,1278.0,978.0,-0.354,-1.176,2.051,561.0,215.0,651.0,285.0,EXTRACTED,0,0.053
21,1.04,2026-09-10T08:28:48.318699Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,53.4,OPEN,-0.338,-0.277,1.1,-0.339,-1.141,2.016,145.0,0.0,-137.7,1,0.107,-0.701,2.383,852.0,654.0,1274.0,978.0,-0.354,-1.176,2.051,561.0,215.0,651.0,285.0,EXTRACTED,0,0.052
22,1.114,2026-09-10T08:28:48.393241Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,53.1,OPEN,-0.338,-0.276,1.1,-0.339,-1.14,2.016,145.0,0.0,-137.7,1,0.109,-0.701,2.383,852.0,654.0,1276.0,978.0,-0.353,-1.175,2.051,562.0,216.0,652.0,286.0,EXTRACTED,0,0.052
23,1.178,2026-09-10T08:28:48.456796Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,53.3,OPEN,-0.335,-0.277,1.1,-0.337,-1.14,2.015,145.0,0.0,-137.7,1,0.109,-0.701,2.383,852.0,654.0,1276.0,978.0,-0.351,-1.176,2.051,564.0,215.0,654.0,285.0,EXTRACTED,0,0.053
24,1.23,2026-09-10T08:28:48.509597Z,30.0,1,BOX_OPENED,IDLE,NONE,Container open. Next step: Please extract the red box.,53.2,OPEN,-0.335,-0.277,1.1,-0.336,-1.14,2.014,145.0,0.0,-137.7,1,0.107,-0.701,2.383,852.0,654.0,1274.0,978.0,-0.351,-1.176,2.051,564.0,215.0,654.0,285.0,EXTRACTED,0,0.053
25,1.309,2026-09-10T08:28:48.587699Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,53.4,OPEN,-0.338,-0.277,1.1,-0.337,-1.14,2.014,145.0,0.0,-137.7,1,0.109,-0.7,2.384,852.0,656.0,1276.0,978.0,-0.353,-1.176,2.051,562.0,215.0,652.0,285.0,EXTRACTED,0,0.054
26,1.349,2026-09-10T08:28:48.627964Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,53.6,OPEN,-0.34,-0.277,1.1,-0.339,-1.14,2.014,145.0,0.0,-137.7,1,0.107,-0.7,2.384,852.0,656.0,1274.0,978.0,-0.355,-1.176,2.051,560.0,215.0,650.0,285.0,EXTRACTED,0,0.054
27,1.391,2026-09-10T08:28:48.670067Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,53.5,OPEN,-0.34,-0.277,1.1,-0.339,-1.14,2.014,145.0,0.0,-137.7,1,0.107,-0.701,2.383,852.0,654.0,1274.0,978.0,-0.355,-1.176,2.051,560.0,215.0,650.0,285.0,EXTRACTED,0,0.054
28,1.428,2026-09-10T08:28:48.707309Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,54.6,OPEN,-0.334,-0.277,1.1,-0.336,-1.14,2.014,145.0,0.0,-137.7,1,0.107,-0.701,2.383,852.0,654.0,1274.0,978.0,-0.349,-1.176,2.051,566.0,215.0,656.0,285.0,EXTRACTED,0,0.053
29,1.462,2026-09-10T08:28:48.741372Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,54.2,OPEN,-0.334,-0.277,1.1,-0.332,-1.14,2.014,145.0,0.0,-137.7,1,0.109,-0.701,2.383,852.0,654.0,1276.0,978.0,-0.349,-1.176,2.051,566.0,215.0,656.0,285.0,EXTRACTED,0,0.054
30,1.494,2026-09-10T08:28:48.773232Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,54.1,OPEN,-0.337,-0.277,1.1,-0.334,-1.14,2.014,145.0,0.0,-137.7,1,0.106,-0.701,2.383,850.0,654.0,1274.0,978.0,-0.352,-1.176,2.051,563.0,215.0,653.0,285.0,EXTRACTED,0,0.055
31,1.538,2026-09-10T08:28:48.816925Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,53.5,OPEN,-0.337,-0.277,1.1,-0.337,-1.14,2.014,145.0,0.0,-137.7,1,0.109,-0.7,2.384,852.0,656.0,1276.0,978.0,-0.352,-1.176,2.051,563.0,215.0,653.0,285.0,EXTRACTED,0,0.054
32,1.565,2026-09-10T08:28:48.844322Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,54.1,OPEN,-0.338,-0.276,1.1,-0.337,-1.14,2.014,145.0,0.0,-137.7,1,0.109,-0.701,2.383,852.0,654.0,1276.0,978.0,-0.353,-1.175,2.051,562.0,216.0,652.0,286.0,EXTRACTED,0,0.054
33,1.594,2026-09-10T08:28:48.873040Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,53.8,OPEN,-0.331,-0.276,1.1,-0.335,-1.139,2.014,145.0,0.0,-137.7,1,0.109,-0.7,2.384,852.0,656.0,1276.0,978.0,-0.346,-1.175,2.051,569.0,216.0,659.0,286.0,EXTRACTED,0,0.053
34,1.625,2026-09-10T08:28:48.903904Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,54.3,OPEN,-0.33,-0.276,1.1,-0.328,-1.139,2.014,145.0,0.0,-137.7,1,0.109,-0.701,2.383,852.0,654.0,1276.0,978.0,-0.346,-1.175,2.051,569.0,216.0,659.0,286.0,EXTRACTED,0,0.054
35,1.656,2026-09-10T08:28:48.935092Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,54.6,OPEN,-0.337,-0.277,1.1,-0.332,-1.14,2.014,145.0,0.0,-137.7,1,0.107,-0.7,2.384,850.0,656.0,1276.0,978.0,-0.352,-1.176,2.051,563.0,215.0,653.0,285.0,EXTRACTED,0,0.055
36,1.686,2026-09-10T08:28:48.965364Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,55.2,OPEN,-0.337,-0.277,1.1,-0.338,-1.14,2.014,145.0,0.0,-137.7,1,0.107,-0.701,2.383,850.0,654.0,1276.0,978.0,-0.353,-1.176,2.051,562.0,215.0,652.0,285.0,EXTRACTED,0,0.054
37,1.718,2026-09-10T08:28:48.996772Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,55.9,OPEN,-0.337,-0.277,1.1,-0.338,-1.14,2.014,145.0,0.0,-137.7,1,0.107,-0.701,2.383,850.0,654.0,1276.0,978.0,-0.353,-1.176,2.051,562.0,215.0,652.0,285.0,EXTRACTED,0,0.054
38,1.754,2026-09-10T08:28:49.032824Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,56.7,OPEN,-0.33,-0.276,1.1,-0.334,-1.14,2.014,145.0,0.0,-137.7,1,0.107,-0.701,2.383,850.0,654.0,1276.0,978.0,-0.346,-1.175,2.051,569.0,216.0,659.0,286.0,EXTRACTED,0,0.053
39,1.785,2026-09-10T08:28:49.064409Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,56.8,OPEN,-0.33,-0.277,1.1,-0.329,-1.14,2.014,145.0,0.0,-137.7,1,0.106,-0.701,2.383,848.0,654.0,1276.0,978.0,-0.346,-1.176,2.051,569.0,215.0,659.0,285.0,EXTRACTED,0,0.054
40,1.814,2026-09-10T08:28:49.093433Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,56.7,OPEN,-0.333,-0.277,1.1,-0.331,-1.14,2.014,145.0,0.0,-137.7,1,0.107,-0.701,2.383,850.0,654.0,1276.0,978.0,-0.348,-1.176,2.051,567.0,215.0,657.0,285.0,EXTRACTED,0,0.054
41,1.847,2026-09-10T08:28:49.125668Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,56.6,OPEN,-0.338,-0.277,1.1,-0.336,-1.14,2.014,145.0,0.0,-137.7,1,0.107,-0.701,2.383,850.0,654.0,1276.0,978.0,-0.353,-1.176,2.051,562.0,215.0,652.0,285.0,EXTRACTED,0,0.054
42,1.88,2026-09-10T08:28:49.159444Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,56.5,OPEN,-0.338,-0.277,1.1,-0.34,-1.14,2.014,145.0,0.0,-137.7,1,0.107,-0.701,2.383,850.0,654.0,1276.0,978.0,-0.353,-1.176,2.051,562.0,215.0,652.0,285.0,EXTRACTED,0,0.053
43,1.915,2026-09-10T08:28:49.193710Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,56.9,OPEN,-0.334,-0.277,1.1,-0.337,-1.14,2.014,145.0,0.0,-137.7,1,0.106,-0.701,2.383,848.0,654.0,1276.0,978.0,-0.349,-1.176,2.051,566.0,215.0,656.0,285.0,EXTRACTED,0,0.053
44,1.945,2026-09-10T08:28:49.224015Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,56.9,OPEN,-0.334,-0.277,1.1,-0.334,-1.14,2.014,145.0,0.0,-137.7,1,0.107,-0.7,2.384,850.0,656.0,1276.0,978.0,-0.349,-1.176,2.051,566.0,215.0,656.0,285.0,EXTRACTED,0,0.054
45,1.976,2026-09-10T08:28:49.254704Z,30.0,2,OBJECT_EXTRACTED,IDLE,NONE,Red box extracted. Next step: Please extract the yellow box.,56.6,OPEN,-0.336,-0.277,1.1,-0.336,-1.14,2.014,145.0,0.0,-137.7,1,0.107,-0.701,2.383,850.0,654.0,1276.0,978.0,-0.351,-1.176,2.051,564.0,215.0,654.0,285.0,EXTRACTED,0,0.054
